category,subcategory,chemical_type,name_cn,name_en,cas,threshold,flavor,source
五、发酵食品 Fermented Foods,酱油,酚类,苯酚,"2,4-di- tert -butylphenol",105-67-9,"18,900 a μg/L（水/乙醇体系）；18,909.34 μg/L（乙醇-水体系）；30 mg/L",酚香、药香、草本香、塑料味、橡胶味,米酒/黄酒、蚝油、食醋（山西老陈醋）、白酒（浓香型）、酱油、白酒（浓香型、陈酿）、橙汁（鲜榨）、醋、黄酒、威士忌、咖啡、酿造醋（山西老陈醋）、白酒（酱香型、芝麻香型等）、牛乳、黄油
五、发酵食品 Fermented Foods,食醋,酚类,"2,5-二甲基苯酚","2,5-dimethyl-phenol",95-87-4,,草本香,食醋（山西老陈醋）
五、发酵食品 Fermented Foods,酱油,酚类,"2,6-二甲氧基苯酚","2,6-dimethoxy-phenol",91-10-1,,木香、青香,食醋（山西老陈醋）、酱油
五、发酵食品 Fermented Foods,食醋,酚类,2-甲氧基-4-丙基苯酚,2-methoxy-4-propyl-phenol,2785-87-7,,辛香,食醋（山西老陈醋）
五、发酵食品 Fermented Foods,酱油,酚类,4-乙烯基苯酚,2-methoxy-4-vinylphenol,7786-61-0,40 mg/L,脂肪香、辛香、丁香香,米酒/黄酒、食醋（山西老陈醋）、酱油
五、发酵食品 Fermented Foods,食醋,酚类,2-甲基-5-(1-甲基乙基)-苯酚,2-methyl-5-(1-methylethyl)-phenol,499-75-2,,辛香,食醋（山西老陈醋）
五、发酵食品 Fermented Foods,食醋,酚类,2-甲基-苯酚,2-methyl-phenol,95-48-7,,青香,食醋（山西老陈醋）
五、发酵食品 Fermented Foods,食醋,酚类,"3,4-二甲基苯酚","3,4-dimethyl-phenol",95-65-8,,木香,食醋（山西老陈醋）
五、发酵食品 Fermented Foods,食醋,酚类,"3,5-二甲基苯酚","3,5-dimethyl-phenol",108-68-9,,青香,食醋（山西老陈醋）
五、发酵食品 Fermented Foods,酱油,酚类,4-乙基-苯酚,4-ethyl-phenol,123-07-9,123 a μg/L（水/乙醇体系）；617.68 μg/L（乙醇-水体系）；30 mg/L,酚香、药香、马厩味、皮革味、烟熏香,食醋（山西老陈醋）、白酒（浓香型）、白酒（浓香型、陈酿）、米酒/黄酒、酱油、酿造醋、葡萄酒、啤酒、发酵食品
五、发酵食品 Fermented Foods,食醋,酚类,4-甲基-2-甲氧基苯酚,4-methyl-2-methoxyphenol,93-51-6,315 a μg/L（水/乙醇体系）；314.56 μg/L（乙醇-水体系）；9.5 mg/L,木香,白酒（浓香型、陈酿）、白酒（浓香型）、米酒/黄酒、食醋（山西老陈醋）
五、发酵食品 Fermented Foods,食醋,酚类,4-甲基苯酚,4-methylphenol,106-44-5,166.97 μg/L（乙醇-水体系）；68 mg/L,酚香、烟熏香、药香、马厩味,白酒（浓香型、陈酿）、米酒/黄酒、食醋（山西老陈醋）、酱香型等）、黄酒、威士忌、烟熏食品
五、发酵食品 Fermented Foods,食醋,酚类,丁香酚,Eugenol,97-53-0,,坚果香、丁香香,食醋（山西老陈醋）
五、发酵食品 Fermented Foods,米酒/黄酒,酚类,苯酚类,Phenols,,,,米酒/黄酒
五、发酵食品 Fermented Foods,酱油,酚类,香兰素（香草醛）,Vanillin,121-33-5,438.52 μg/L（乙醇-水体系）；487 mg/L,香草香、甜香、焦糖香、奶油香,白酒（浓香型、陈酿）、米酒/黄酒、食醋（山西老陈醋）、酱油
五、发酵食品 Fermented Foods,酱油,酮类,(E)-beta-damascenone,(E)-beta-damascenone,23726-93-4,0.12 a μg/L（水/乙醇体系）,苹果香玫瑰香、熟制香苹果香、蜂蜜香,茶叶（白茶）、酱油、白酒（浓香型）、白酒（浓香型、陈酿）、米酒/黄酒、茶叶（红茶）、茶汤（红茶冲泡液）、食醋（山西老陈醋）
五、发酵食品 Fermented Foods,食醋,酮类,1-(4-甲氧基苯基)乙酮,1-(4-methoxyphenyl)ethanone,100-06-1,,玫瑰香,食醋（山西老陈醋）
五、发酵食品 Fermented Foods,食醋,酮类,"1-苯基-1,2-丙烷二酮","1-phenyl-1,2-propanedione",579-07-7,,脂肪香,食醋（山西老陈醋）
五、发酵食品 Fermented Foods,米酒/黄酒,酮类,1-苯基-1-丙酮,1-phenyl-1-propanone,93-55-0,,,米酒/黄酒
五、发酵食品 Fermented Foods,酱油,酮类,"2,3-丁二酮（双乙酰）","2,3-butanedione",431-03-8,100 μg/L（乙醇-水体系）,黄油香、奶酪香、汗味、奶油香、乳香、酸奶香,牛肉汤、米酒/黄酒、酱油、食醋（山西老陈醋）、鸡肉汤、白酒（浓香型、陈酿）
五、发酵食品 Fermented Foods,食醋,酮类,2-Acetoxy-3-butanone,2-acetoxy-3-butanone,4906-24-5,,甜香,食醋（山西老陈醋）
五、发酵食品 Fermented Foods,米酒/黄酒,酮类,2-辛酮,2-octanone,111-13-7,50 mg/L；2.5 mg/kg（黄油研究引用的气味阈值；原表单位）,苹果香,米酒/黄酒、黄油
五、发酵食品 Fermented Foods,酱油,酮类,2′-aminoacetophenone,2′-aminoacetophenone,551-93-9,,葡萄香,酱油
五、发酵食品 Fermented Foods,酱油,酮类,"3-乙基-1,2-环戊二酮","3-ethyl-1,2-cyclopentanedione",21835-01-8,,焦糖香,酱油
五、发酵食品 Fermented Foods,酱油,酮类,"3-甲基-1,2-环戊二酮","3-methyl-1,2-cyclopentanedione",765-70-8,,焦糖香,酱油
五、发酵食品 Fermented Foods,米酒/黄酒,酮类,3-辛酮,3-octanone,106-68-3,65 mg/L,草本香,米酒/黄酒、茶叶（白茶）
五、发酵食品 Fermented Foods,米酒/黄酒,酮类,3-辛烯-2-酮,3-octen-2-one,1669-44-9,,泥土香、塑料味、泥土香辛香,牛肉汤、米酒/黄酒、茶叶（白茶）、鸡肉汤
五、发酵食品 Fermented Foods,食醋,酮类,3-戊烯-2-酮,3-penten-2-one,3102-33-8,,果香,米酒/黄酒、茶叶（白茶）、食醋（山西老陈醋）、黄油
五、发酵食品 Fermented Foods,食醋,酮类,"5,6-Dihydro-6-pentyl-2H-pyran-2-one","5,6-Dihydro-6-pentyl-2H-pyran-2-one",,,脂肪香、花香,食醋（山西老陈醋）
五、发酵食品 Fermented Foods,米酒/黄酒,酮类,5-Fluoro-2-hydroxy acetophenone,5-fluoro-2-hydroxy acetophenone,394-32-1,,,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酮类,6-甲基-5-庚烯-2-酮,6-methyl-5-hepten-2-one,110-93-0,160 μg/L（原文引用嗅觉阈值；用于茶叶OAV计算）,其他特征其他特征、柑橘香、青香、刺激性气味,米酒/黄酒、茶叶（白茶）、茶叶（红茶）、茶汤（红茶冲泡液）
五、发酵食品 Fermented Foods,米酒/黄酒,酮类,苯乙酮,Acetophenone,98-86-2,0.170 ppm（水中香气检测阈值；鲜奶油感知模型）；65 mg/L,其他特征、苦杏仁香、甜香、果香、花香、杏仁香-,奶油（鲜奶油香气模型）、米酒/黄酒、茶叶（白茶）、茶叶（黄茶）
五、发酵食品 Fermented Foods,白酒,酮类,Geranylacetone,Geranylacetone,3796-70-1,,花香,白酒（浓香型）
五、发酵食品 Fermented Foods,米酒/黄酒,酮类,Propan-2-one,Propan-2-one,67-64-1,,刺激性气味,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,2-羟基乙基丙酸酯,2-hydroxy-ethyl propionate,,,,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,乙酸异丁酯,2-methylpropyl acetate,110-19-0,"922 a μg/L（水/乙醇体系）；1,605 mg/L",果香,白酒（浓香型）、米酒/黄酒
五、发酵食品 Fermented Foods,白酒,酯类,己酸丙酯,2-methylpropyl hexanoate,105-79-3,"12,783.77 μg/L（乙醇-水体系）",菠萝香,白酒（浓香型、陈酿）
五、发酵食品 Fermented Foods,酱油,酯类,乙酸苯乙酯,2-phenylethyl acetate,103-45-7,909 a μg/L（水/乙醇体系）；250 mg/L,花香、玫瑰香、蜂蜜香,白酒（浓香型）、米酒/黄酒、酱油、食醋（山西老陈醋）
五、发酵食品 Fermented Foods,酱油,酯类,丙酸乙酯,2-phenylethyl propionate,122-70-3,"19,000 a μg/L（水/乙醇体系）；10 mg/L；1,800 mg/L",香蕉香、甜香、果香-,米酒/黄酒、食醋（山西老陈醋）、白酒（浓香型）、酱油
五、发酵食品 Fermented Foods,酱油,酯类,乙酸异戊酯,3-methylbutyl acetate,123-92-2,93.9 a μg/L（水/乙醇体系）；93.93 μg/L（乙醇-水体系）；30 mg/L,果香、香蕉香、甜香,白酒（浓香型）、米酒/黄酒、白酒（浓香型、陈酿）、酱油
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,丁酸异戊酯,3-methylbutyl butanoate,106-27-4,915 a μg/L（水/乙醇体系）；1400 μg/L（乙醇-水体系）,果香、香蕉香,白酒（浓香型）、白酒（浓香型、陈酿）、米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,丁基己酸酯,3-methylbutyl hexanoate,2198-61-0,1400 a μg/L（水/乙醇体系）,果香,白酒（浓香型）、米酒/黄酒、白酒（浓香型、陈酿）
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,乳酸异戊酯,3-methylbutyl lactate,19329-89-6,,,米酒/黄酒
五、发酵食品 Fermented Foods,食醋,酯类,乙酸苄酯,Benzyl acetate,140-11-4,30 μg/L（原文引用嗅觉阈值；用于茶叶OAV计算）,果香、花香、甜香,茶叶（红茶）、茶叶（黄茶）、食醋（山西老陈醋）
五、发酵食品 Fermented Foods,食醋,酯类,苄基苯甲酸酯,Benzyl Benzoate,120-51-4,,柔和香气-甜香,食醋（山西老陈醋）
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,己二酸二(2-甲基丙基)酯,Bis(2-methylpropyl) hexanedioate,141-04-8,,,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,Butanoate,Butanoate,461-55-2,321 mg/L,,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,二(仲丁基)2-甲基丁二酸酯,Di( sec -butyl) 2-methylbutanedioate,,,,米酒/黄酒
五、发酵食品 Fermented Foods,食醋,酯类,琥珀酸二乙酯,Diethyl butanedioate,123-25-1,"353,000 a μg/L（水/乙醇体系）；353,193.25 μg/L（乙醇-水体系）；75,000 mg/L",果香,白酒（浓香型）、白酒（浓香型、陈酿）、米酒/黄酒、食醋（山西老陈醋）
五、发酵食品 Fermented Foods,白酒,酯类,丙二酸二乙酯,Diethyl malonate,105-53-3,,苹果香,白酒（浓香型）
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,辛二酸二乙酯,Diethyl octanedioate,2050-23-9,,,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,Diisobutyl phthalate,Diisobutyl phthalate,84-69-5,,,牛乳（奶粉）、米酒/黄酒、茶叶（黄茶）
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,(9E)-9-十八碳烯酸乙酯,Ethyl (9E)-9-octadecenoate,,"65,139.73 μg/L（乙醇-水体系）",脂肪香、油脂香,米酒/黄酒、白酒（浓香型、陈酿）
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,"(9Z,12Z)-9,12-十八碳二烯酸乙酯","Ethyl (9 Z ,12 Z )-octadeca-9,12-dienoate",,"32,298.23 μg/L（乙醇-水体系）",脂肪香、油脂香,白酒（浓香型、陈酿）、米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,"(9Z,12Z,15Z)-9,12,15-十八碳三烯酸乙酯","Ethyl (9 Z ,12 Z ,15 Z )-9,12,15-octadecatrienoate",,,,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,糠酸乙酯,Ethyl 2-furoate,614-99-3,"16,000 mg/L",花香,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,2-羟基-2-甲基戊-4-烯酸乙酯,Ethyl 2-hydroxy-2-methylpent-4-enoate,62696-37-1,,甜香浆果香-朗姆酒香调,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,2-羟基-3-甲基丁酸乙酯,Ethyl 2-hydroxy-3-methylbutanoate,2441-06-7,,,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,2-羟基-4-甲基戊酸乙酯,Ethyl 2-hydroxy-4-methylvalerate,10348-47-7,,,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,水杨酸乙酯,Ethyl 2-hydroxybenzoate,118-61-6,115 mg/L,,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,丁酸酯,Ethyl 2-hydroxybutanoate,52089-54-0,,,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,2-羟基己酸乙酯,Ethyl 2-hydroxyhexanoate,52089-55-1,,,米酒/黄酒
五、发酵食品 Fermented Foods,酱油,酯类,2-羟基丙酸乙酯（乳酸乙酯）,Ethyl 2-hydroxypropanoate,97-64-3,"128,000 a μg/L（水/乙醇体系）；128,000 mg/L",果香、甜香、乳香、黄油香、微涩,酱油、白酒（浓香型）、米酒/黄酒、白酒（浓香型、清香型等）、黄酒、米酒、乳制品、发酵食品
五、发酵食品 Fermented Foods,酱油,酯类,2-甲基丙酸乙酯（异丁酸乙酯）,Ethyl 2-methylpropanoate,97-62-1,57.5 a μg/L（水/乙醇体系）；15 mg/L,果香、甜香,白酒（浓香型）、米酒/黄酒、酱油
五、发酵食品 Fermented Foods,酱油,酯类,苯乙酸乙酯,Ethyl 2-phenylacetate,101-97-3,"407 a μg/L（水/乙醇体系）；406.83 μg/L（乙醇-水体系）；35,000 mg/L",玫瑰香、蜂蜜香,米酒/黄酒、白酒（浓香型、陈酿）、食醋（山西老陈醋）、白酒（浓香型）、酱油
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,3-乙氧基丙酸乙酯,Ethyl 3-ethoxy-propanoate,,,,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,3-羟基丁酸乙酯,Ethyl 3-hydroxybutyrate,5405-41-4,,,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,3-甲基-2-丁烯酸乙酯,Ethyl 3-methyl-2-butenoate,638-10-8,35 mg/L,,米酒/黄酒
五、发酵食品 Fermented Foods,酱油,酯类,3-甲基丁酸乙酯（异戊酸乙酯）,Ethyl 3-methylbutanoate,108-64-5,6.89 a μg/L（水/乙醇体系）；30 mg/L,苹果香、甜香、果香,白酒（浓香型）、米酒/黄酒、酱油
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,3-苯丙酸乙酯,Ethyl 3-phenyl propionate,2021-28-5,125.21 μg/L（乙醇-水体系）,花香、醚香、朗姆酒香、果香,白酒（浓香型、陈酿）、白酒（浓香型）、米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,4-甲基苯甲酸乙酯,Ethyl 4-methylbenzoate,94-08-6,,,米酒/黄酒
五、发酵食品 Fermented Foods,白酒,酯类,4-甲基戊酸乙酯,Ethyl 4-methylpentanoate,25415-67-2,188.32 μg/L（乙醇-水体系）,果香,白酒（浓香型、陈酿）
五、发酵食品 Fermented Foods,酱油,酯类,苯甲酸乙酯,Ethyl benzoate,93-89-0,"1430 a μg/L（水/乙醇体系）；1,430 mg/L",果香其他特征-、花香、蜂蜜香,白酒（浓香型）、米酒/黄酒、茶叶（黄茶）、酱油、茶叶（白茶）
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,癸酸乙酯,Ethyl caprate,110-38-3,1120 a μg/L（水/乙醇体系）；1122.3 μg/L（乙醇-水体系）；5 mg/L,葡萄香,米酒/黄酒、白酒（浓香型）、白酒（浓香型、陈酿）
五、发酵食品 Fermented Foods,食醋,酯类,鲸蜡酸乙酯,Ethyl cetylate,628-97-7,"58,362.49 μg/L（乙醇-水体系）",柔和香气、蜡香、甜香、奶油香-,米酒/黄酒、茶叶（白茶）、食醋（山西老陈醋）、白酒（浓香型、陈酿）、茶叶（黄茶）
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,肉桂酸乙酯,Ethyl cinnamate,103-36-6,,肉桂香-,米酒/黄酒
五、发酵食品 Fermented Foods,白酒,酯类,环己烷甲酸乙酯,Ethyl cyclohexanecarboxylate,3289-28-9,21.37 μg/L（乙醇-水体系）,果香,白酒（浓香型、陈酿）
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,十二酸乙酯（月桂酸乙酯）,Ethyl dodecanoate,106-33-2,400 a μg/L（水/乙醇体系）；640 μg/L（乙醇-水体系）；500 mg/L,叶片香、蜡香、皂香,白酒（浓香型）、白酒（浓香型、陈酿）、米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,十七酸乙酯,Ethyl heptadecanoate,14010-23-2,,,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,庚酸乙酯,Ethyl heptanoate,106-30-9,"13,200 a μg/L（水/乙醇体系）；13,153.17 μg/L（乙醇-水体系）；220 mg/L",果香、菠萝香,白酒（浓香型）、白酒（浓香型、陈酿）、米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,琥珀酸氢乙酯,Ethyl hydrogen succinate,1070-34-4,,,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,亚油酸乙酯,Ethyl linoleate,544-35-4,,蜡香、奶油香、脂肪香、椰子香,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,肉豆蔻酸乙酯,Ethyl myristate,124-06-1,"494,000 b μg/L（水/乙醇体系）；180 mg/L",柔和香气、蜡香、皂香,米酒/黄酒、白酒（浓香型）
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,烟酸乙酯,Ethyl nicotinoate,,,烟熏香,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,壬酸乙酯,Ethyl nonanoate,123-29-5,"3150 a μg/L（水/乙醇体系）；3150.61 μg/L（乙醇-水体系）；1,200 mg/L",果香,白酒（浓香型）、白酒（浓香型、陈酿）、米酒/黄酒、茶叶（黄茶）
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,硬脂酸乙酯,Ethyl octadecanoate,111-61-5,500 mg/L,,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,油酸乙酯,Ethyl oleate,111-62-6,870 mg/L,宜人香气脂肪香其他特征,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,十五酸乙酯,Ethyl pentadecanoate,41114-00-5,,,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,戊酸乙酯,Ethyl pentanoate,539-82-2,26.8 a μg/L（水/乙醇体系）；20 mg/L,苹果香、果香,白酒（浓香型）、米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,十一酸乙酯,Ethyl undecanoate,627-90-7,,,米酒/黄酒
五、发酵食品 Fermented Foods,食醋,酯类,香草酸乙酯,Ethyl vanillate,617-05-0,990 mg/L,香草香、烘烤与咖啡香,米酒/黄酒、食醋（山西老陈醋）
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,对羟基苯甲酸乙酯,Ethyl-4-hydroxybenzoate,120-47-8,,,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,Hexadecanoate,Hexadecanoate,143-20-4,,,米酒/黄酒
五、发酵食品 Fermented Foods,酱油,酯类,isoamyl benzoate,Isoamyl benzoate,94-46-2,,果香、甜香,酱油
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,Isoamyl octanoate,Isoamyl octanoate,2035-99-6,,,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,Isobutyrate,Isobutyrate,5711-69-3,,,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,Isopentyl isobutyrate,Isopentyl isobutyrate,2050-01-3,,,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,二氢茉莉酮酸甲酯,Methyl dihydrojasmonate,24851-98-7,,,米酒/黄酒
五、发酵食品 Fermented Foods,食醋,酯类,乙酸正丙酯,N-propyl acetate,109-60-4,,果香、甜香,食醋（山西老陈醋）、米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,Octyl formate,Octyl formate,112-32-3,,,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,异丁酸乙酯,Phenethyl isobutyrate,103-48-0,,果香、苦甜味,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酯类,丁酸丙酯,Propyl butyrate,105-66-8,,,米酒/黄酒
五、发酵食品 Fermented Foods,酱油,酯类,S-甲基-3-甲基丁硫代酸酯,S -methyl-3-methylbutanethioate,,,奶酪香、肉汤香,酱油
五、发酵食品 Fermented Foods,酱油,酸类,丙酸,2-methyl-propanoic acid,79-31-2,"18,200 a μg/L（水/乙醇体系）；18,200 μg/L（乙醇-水体系）；2 mg/kg（蚝油/相关酶解物基质；原文引用阈值）",醋酸味、奶酪香、菠萝香、香蕉香、刺激性气味酸味,食醋（山西老陈醋）、白酒（浓香型）、白酒（浓香型、陈酿）、米酒/黄酒、酱油、茶叶（白茶）、蚝油
五、发酵食品 Fermented Foods,酱油,酸类,2-甲基丁酸,2-methylbutanoic acid,116-53-0,5932 a μg/L（水/乙醇体系）,汗味、酸味、奶酪香,白酒（浓香型）、酱油
五、发酵食品 Fermented Foods,米酒/黄酒,酸类,2-Oxobutyric acid,2-oxobutyric acid,600-18-0,,,米酒/黄酒
五、发酵食品 Fermented Foods,酱油,酸类,苯乙酸,2-phenylacetic acid,103-82-2,,蜂蜜香、甜香、热巧克力香,酱油
五、发酵食品 Fermented Foods,酱油,酸类,戊酸,3-methylpentanoic acid,105-43-1,389 a μg/L（水/乙醇体系）；389.11 μg/L（乙醇-水体系）,汗味、酸败味、酸味、奶酪香、酸味尖锐刺激味,酱油、白酒（浓香型、陈酿）、食醋（山西老陈醋）、白酒（浓香型）、米酒/黄酒、茶叶（白茶）
五、发酵食品 Fermented Foods,米酒/黄酒,酸类,Aspartic acid,Aspartic acid,56-84-8,"2,320 mg/L",平淡、酸味、苦味,米酒/黄酒
五、发酵食品 Fermented Foods,酱油,酸类,苯甲酸,Benzoic acid,65-85-0,85.000 ppm（水中香气检测阈值；鲜奶油感知模型）；- μg/L（原文引用嗅觉阈值；用于茶叶OAV计算）,刺激性气味、酸味、果香、花香、微弱香气、其他特征,奶油（鲜奶油香气模型）、牛乳、米酒/黄酒、茶叶（红茶）、酱油
五、发酵食品 Fermented Foods,米酒/黄酒,酸类,Citric acid,Citric acid,77-92-9,350 mg/L,无明显气味宜人香气酸味,米酒/黄酒
五、发酵食品 Fermented Foods,酱油,酸类,癸酸,Decanoic acid,334-48-5,"13,700 a μg/L（水/乙醇体系）；2800 μg/L（乙醇-水体系）；200 mg/kg（黄油研究引用的气味阈值；原表单位）",脂肪香、不愉悦气味、酸败味、汗味,牛乳（奶粉）、白酒（浓香型）、白酒（浓香型、陈酿）、米酒/黄酒、酱油、黄油、食醋（山西老陈醋）
五、发酵食品 Fermented Foods,米酒/黄酒,酸类,Fumaric acid,Fumaric acid,110-17-8,,无明显气味酸涩味、酸味-酸味,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酸类,Glutamic acid,Glutamic acid,56-86-0,3 mg/L,肉香、咸味、清新香气,米酒/黄酒
五、发酵食品 Fermented Foods,食醋,酸类,庚酸,Heptanoic acid,111-14-8,"13,821.32 μg/L（乙醇-水体系）；3,000 mg/L",其他特征酸败味、酸味、汗味-、脂肪香、奶酪香,牛乳、白酒（浓香型、陈酿）、米酒/黄酒、食醋（山西老陈醋）
五、发酵食品 Fermented Foods,米酒/黄酒,酸类,十二酸,Lauric acid,143-07-7,700 mg/kg（黄油研究引用的气味阈值；原表单位）,脂肪香,牛乳（奶粉）、米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酸类,Malic acid,Malic acid,6915-15-7,350 mg/L,无明显气味微弱香气、辛辣刺激味、其他特征尖锐刺激味酸味,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酸类,十四酸,Myristic acid,544-63-8,"12,000 mg/L；5000 mg/kg（黄油研究引用的气味阈值；原表单位）",微弱香气、蜡香、油脂香,牛乳（奶粉）、米酒/黄酒、黄油
五、发酵食品 Fermented Foods,米酒/黄酒,酸类,Nonadecanoic acid,Nonadecanoic acid,646-30-0,,脂肪酸味,米酒/黄酒
五、发酵食品 Fermented Foods,酱油,酸类,壬酸,Nonanoic acid,112-05-0,3560 μg/L（乙醇-水体系）,脂肪香、不愉悦气味、青香、奶酪香、汗味、蜡香,牛乳、牛肉汤、白酒（浓香型、陈酿）、米酒/黄酒、蚝油、酱油、食醋（山西老陈醋）、鸡肉汤
五、发酵食品 Fermented Foods,米酒/黄酒,酸类,Oxalic acid,Oxalic acid,144-62-7,,无明显气味酸味、酸涩味,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酸类,十六酸,Palmitic acid,57-10-3,10000 mg/kg（黄油研究引用的气味阈值；原表单位）,无明显气味其他特征,牛乳（奶粉）、米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酸类,十五酸,Pentadecanoic acid,1002-84-2,,蜡香,牛乳、米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酸类,Pyruvic acid,Pyruvic acid,127-17-3,,酸味、宜人香气、酸味灼烧感、甜香,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酸类,Stearic acid,Stearic acid,57-11-4,,其他特征-,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酸类,Succinic acid,Succinic acid,110-15-6,200 mg/L,酸味、其他特征,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酸类,Tartaric acid,Tartaric acid,87-69-4,300 mg/L,酸味,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,酸类,trans -Cinnamic acid,Trans -Cinnamic acid,,,肉桂香-,米酒/黄酒
五、发酵食品 Fermented Foods,食醋,酸类,十一酸,Undecanoic acid,112-37-8,,脂肪香,食醋（山西老陈醋）
五、发酵食品 Fermented Foods,白酒,醇类,"(±)-丁烷-2,3-二醇","(±)-butane-2,3-diol",,"50,000 μg/L（乙醇-水体系）",果香、奶油香,白酒（浓香型、陈酿）
五、发酵食品 Fermented Foods,白酒,醇类,"1,2-Propanediol","1,2-propanediol",57-55-6,4660 μg/L（乙醇-水体系）,,白酒（浓香型、陈酿）
五、发酵食品 Fermented Foods,米酒/黄酒,醇类,"1,6-Octadien-3-ol","1,6-octadien-3-ol",,0.22 mg/L,宜人香气花香,米酒/黄酒
五、发酵食品 Fermented Foods,米酒/黄酒,醇类,1-丁醇,1-butanol,71-36-3,"2730 a μg/L（水/乙醇体系）；150,000 mg/L",酒精味、溶剂味、香蕉香、甜香,白酒（浓香型）、米酒/黄酒
五、发酵食品 Fermented Foods,食醋,醇类,1-十二醇,1-dodecanol,112-53-8,,脂肪香、不愉悦气味、花香,米酒/黄酒、食醋（山西老陈醋）
五、发酵食品 Fermented Foods,米酒/黄酒,醇类,1-庚醇,1-heptanol,111-70-6,"26,600 a μg/L（水/乙醇体系）；26,600 μg/L（乙醇-水体系）；5.4 mg/L",蘑菇香、其他特征、酒精味、芳香、木香、油脂香,牛肉汤、白酒（浓香型）、米酒/黄酒、茶叶（白茶）、鸡肉汤、白酒（浓香型、陈酿）
五、发酵食品 Fermented Foods,米酒/黄酒,醇类,1-壬醇,1-nonanol,143-08-8,806 a μg/L（水/乙醇体系）；45.5 mg/L,脂肪香、青香、花香、其他特征、玫瑰香其他特征-,白酒（浓香型）、米酒/黄酒、茶叶（白茶）
